"slug","title","content_type","category","batch_wave","duration_seconds","approval_status","app_instruction_slug","source_image_role","visual_reference_url","character_reference_urls","video_url","thumbnail_url"
"fascia-plantar-toalha","Fascia plantar com toalha","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","fascia-plantar-toalha","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/fascia-plantar-toalha.mp4","/videos/thumbs/fascia-plantar-toalha.jpg"
"figura-quatro-sentado","Figura quatro sentado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","figura-quatro-sentado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/figura-quatro-sentado.mp4","/videos/thumbs/figura-quatro-sentado.jpg"
"flexao-cervical-suave","Flexao cervical suave","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","flexao-cervical-suave","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/flexao-cervical-suave.mp4","/videos/thumbs/flexao-cervical-suave.jpg"
"flexao-dedos-pe","Flexao dos dedos do pe","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","flexao-dedos-pe","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/flexao-dedos-pe.mp4","/videos/thumbs/flexao-dedos-pe.jpg"
"flexao-extensores-punho","Flexao dos extensores do punho","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","flexao-extensores-punho","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/flexao-extensores-punho.mp4","/videos/thumbs/flexao-extensores-punho.jpg"
"flexao-lombar-sentada","Flexao lombar sentada","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","flexao-lombar-sentada","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/flexao-lombar-sentada.mp4","/videos/thumbs/flexao-lombar-sentada.jpg"
"flexor-quadril-ajoelhado","Flexor do quadril ajoelhado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","flexor-quadril-ajoelhado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/flexor-quadril-ajoelhado.mp4","/videos/thumbs/flexor-quadril-ajoelhado.jpg"
"flexor-quadril-com-quadriceps","Flexor do quadril com quadriceps","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","flexor-quadril-com-quadriceps","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/flexor-quadril-com-quadriceps.mp4","/videos/thumbs/flexor-quadril-com-quadriceps.jpg"
"gato-vaca-escapular","Gato-vaca escapular","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","gato-vaca-escapular","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/gato-vaca-escapular.mp4","/videos/thumbs/gato-vaca-escapular.jpg"
"gato-vaca-toracico","Gato-vaca toracico","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","gato-vaca-toracico","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/gato-vaca-toracico.mp4","/videos/thumbs/gato-vaca-toracico.jpg"
"gluteo-parede","Gluteo na parede","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","gluteo-parede","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/gluteo-parede.mp4","/videos/thumbs/gluteo-parede.jpg"
"inclinacao-lateral-pescoco","Inclinacao lateral do pescoco","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","inclinacao-lateral-pescoco","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/inclinacao-lateral-pescoco.mp4","/videos/thumbs/inclinacao-lateral-pescoco.jpg"
"inclinacao-unilateral-cadeira","Inclinacao unilateral na cadeira","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","inclinacao-unilateral-cadeira","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/inclinacao-unilateral-cadeira.mp4","/videos/thumbs/inclinacao-unilateral-cadeira.jpg"
"inversao-eversao-controlada","Inversao e eversao controlada","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","inversao-eversao-controlada","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/inversao-eversao-controlada.mp4","/videos/thumbs/inversao-eversao-controlada.jpg"
"joelho-ao-peito-cruzado","Joelho ao peito cruzado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","joelho-ao-peito-cruzado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/joelho-ao-peito-cruzado.mp4","/videos/thumbs/joelho-ao-peito-cruzado.jpg"
"joelhos-ao-peito","Joelhos ao peito","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","joelhos-ao-peito","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/joelhos-ao-peito.mp4","/videos/thumbs/joelhos-ao-peito.jpg"
"livro-aberto","Livro aberto","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","livro-aberto","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/livro-aberto.mp4","/videos/thumbs/livro-aberto.jpg"
"maos-atras-costas","Maos atras das costas","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","maos-atras-costas","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/maos-atras-costas.mp4","/videos/thumbs/maos-atras-costas.jpg"
"mobilidade-braco-cotovelo","Mobilidade de braco e cotovelo","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","mobilidade-braco-cotovelo","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/mobilidade-braco-cotovelo.mp4","/videos/thumbs/mobilidade-braco-cotovelo.jpg"
"mobilidade-cotovelo","Mobilidade leve de cotovelo","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","mobilidade-cotovelo","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/mobilidade-cotovelo.mp4","/videos/thumbs/mobilidade-cotovelo.jpg"
"mobilidade-tornozelo-panturrilha","Mobilidade tornozelo-panturrilha","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","mobilidade-tornozelo-panturrilha","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/mobilidade-tornozelo-panturrilha.mp4","/videos/thumbs/mobilidade-tornozelo-panturrilha.jpg"
"panturrilha-toalha","Panturrilha com toalha","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","panturrilha-toalha","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/panturrilha-toalha.mp4","/videos/thumbs/panturrilha-toalha.jpg"
"panturrilha-parede","Panturrilha na parede","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","panturrilha-parede","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/panturrilha-parede.mp4","/videos/thumbs/panturrilha-parede.jpg"
"degrau-panturrilha","Panturrilha no degrau","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","degrau-panturrilha","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/degrau-panturrilha.mp4","/videos/thumbs/degrau-panturrilha.jpg"
"peitoral-parede-um-braco","Peitoral na parede com um braco","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","peitoral-parede-um-braco","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/peitoral-parede-um-braco.mp4","/videos/thumbs/peitoral-parede-um-braco.jpg"
"peitoral-no-canto","Peitoral no canto da parede","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","peitoral-no-canto","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/peitoral-no-canto.mp4","/videos/thumbs/peitoral-no-canto.jpg"
"pendulo-ombro","Pendulo de ombro","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","pendulo-ombro","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/pendulo-ombro.mp4","/videos/thumbs/pendulo-ombro.jpg"
"piriforme-deitado","Piriforme deitado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","piriforme-deitado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/piriforme-deitado.mp4","/videos/thumbs/piriforme-deitado.jpg"
"pombo-adaptado","Pombo adaptado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","pombo-adaptado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/pombo-adaptado.mp4","/videos/thumbs/pombo-adaptado.jpg"
"ponte-suave-abertura","Ponte suave com abertura anterior","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","ponte-suave-abertura","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/ponte-suave-abertura.mp4","/videos/thumbs/ponte-suave-abertura.jpg"
"toalha-deitado","Posterior com toalha deitado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","toalha-deitado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/toalha-deitado.mp4","/videos/thumbs/toalha-deitado.jpg"
"posterior-em-pe-apoio","Posterior em pe com apoio","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","posterior-em-pe-apoio","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/posterior-em-pe-apoio.mp4","/videos/thumbs/posterior-em-pe-apoio.jpg"
"posterior-sentado","Posterior sentado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","posterior-sentado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/posterior-sentado.mp4","/videos/thumbs/posterior-sentado.jpg"
"postura-crianca","Postura da crianca","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","postura-crianca","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/postura-crianca.mp4","/videos/thumbs/postura-crianca.jpg"
"postura-crianca-lateral","Postura da crianca lateral","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","postura-crianca-lateral","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/postura-crianca-lateral.mp4","/videos/thumbs/postura-crianca-lateral.jpg"
"pronacao-supinacao-antebraco","Pronacao e supinacao do antebraco","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","pronacao-supinacao-antebraco","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/pronacao-supinacao-antebraco.mp4","/videos/thumbs/pronacao-supinacao-antebraco.jpg"
"quadriceps-lateral-deitado","Quadriceps deitado de lado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","quadriceps-lateral-deitado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/quadriceps-lateral-deitado.mp4","/videos/thumbs/quadriceps-lateral-deitado.jpg"
"quadriceps-em-pe-apoio","Quadriceps em pe com apoio","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","quadriceps-em-pe-apoio","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/quadriceps-em-pe-apoio.mp4","/videos/thumbs/quadriceps-em-pe-apoio.jpg"
"queixo-para-tras","Queixo para tras","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","queixo-para-tras","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/queixo-para-tras.mp4","/videos/thumbs/queixo-para-tras.jpg"
"respiracao-costelas","Respiracao nas costelas","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","respiracao-costelas","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/respiracao-costelas.mp4","/videos/thumbs/respiracao-costelas.jpg"
"retracao-protracao-escapular","Retracao e protracao escapular","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","retracao-protracao-escapular","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/retracao-protracao-escapular.mp4","/videos/thumbs/retracao-protracao-escapular.jpg"
"rotacao-cervical-controlada","Rotacao cervical controlada","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","rotacao-cervical-controlada","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/rotacao-cervical-controlada.mp4","/videos/thumbs/rotacao-cervical-controlada.jpg"
"rotacao-externa-parede","Rotacao externa na parede","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","rotacao-externa-parede","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/rotacao-externa-parede.mp4","/videos/thumbs/rotacao-externa-parede.jpg"
"rotacao-toracica-sentada","Rotacao toracica sentada","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","rotacao-toracica-sentada","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/rotacao-toracica-sentada.mp4","/videos/thumbs/rotacao-toracica-sentada.jpg"
"soleo-joelho-flexionado","Soleo com joelho flexionado","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","soleo-joelho-flexionado","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/soleo-joelho-flexionado.mp4","/videos/thumbs/soleo-joelho-flexionado.jpg"
"soltar-tensao-pescoco-ombros","Soltar tensao de pescoco e ombros","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","soltar-tensao-pescoco-ombros","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/soltar-tensao-pescoco-ombros.mp4","/videos/thumbs/soltar-tensao-pescoco-ombros.jpg"
"torcao-lombar-leve","Torcao lombar leve","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","torcao-lombar-leve","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/torcao-lombar-leve.mp4","/videos/thumbs/torcao-lombar-leve.jpg"
"triceps-acima-cabeca","Triceps acima da cabeca","body_movement","Alongamentos Regionais","3","75","script_ready_needs_final_video","triceps-acima-cabeca","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/ritual-sono-sem-tela.png|/exercises/checkin-emocional-guiado.png","/videos/triceps-acima-cabeca.mp4","/videos/thumbs/triceps-acima-cabeca.jpg"
"missao-caminhada-consciente-indoor","Caminhada consciente indoor","classic_mission","Missoes Classicas","4","180","metadata_ready_needs_app_catalog_entry","","missing","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-caminhada-consciente-indoor.mp4","/videos/thumbs/missao-caminhada-consciente-indoor.jpg"
"missao-desafio-gentil-de-sono","Desafio gentil de sono","classic_mission","Missoes Classicas","4","120","script_ready_needs_final_video","ritual-sono-sem-tela","character_reference","/exercises/ritual-sono-sem-tela.png","/exercises/ritual-sono-sem-tela.png|/exercises/respiracao-antes-de-dormir.png|/exercises/celular-longe-da-cama.png","/videos/missao-desafio-gentil-de-sono.mp4","/videos/thumbs/missao-desafio-gentil-de-sono.jpg"
"missao-diario-de-descarrego-mental","Diario de descarrego mental","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","diario-descarrego-mental","character_reference","/exercises/diario-descarrego-mental.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-diario-de-descarrego-mental.mp4","/videos/thumbs/missao-diario-de-descarrego-mental.jpg"
"missao-fechamento-do-dia","Fechamento do dia","classic_mission","Missoes Classicas","4","120","script_ready_needs_final_video","fechamento-do-dia","character_reference","/exercises/fechamento-do-dia.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-fechamento-do-dia.mp4","/videos/thumbs/missao-fechamento-do-dia.jpg"
"missao-gratidao-rapida","Gratidao rapida","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","gratidao-rapida","character_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-gratidao-rapida.mp4","/videos/thumbs/missao-gratidao-rapida.jpg"
"missao-mapa-pessoal-do-agora","Mapa pessoal do agora","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","checkin-emocional-guiado","character_reference","/exercises/checkin-emocional-guiado.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-mapa-pessoal-do-agora.mp4","/videos/thumbs/missao-mapa-pessoal-do-agora.jpg"
"missao-mobilidade-corpo-inteiro","Mobilidade corpo inteiro","classic_mission","Missoes Classicas","4","240","script_ready_needs_final_video","ativacao-leve-3-minutos","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-mobilidade-corpo-inteiro.mp4","/videos/thumbs/missao-mobilidade-corpo-inteiro.jpg"
"missao-modo-reuniao-dificil","Modo reuniao dificil","classic_mission","Missoes Classicas","4","90","metadata_ready_needs_app_catalog_entry","","missing","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-modo-reuniao-dificil.mp4","/videos/thumbs/missao-modo-reuniao-dificil.jpg"
"missao-organizacao-de-5-minutos","Organizacao de 5 minutos","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","organizacao-5-minutos","character_reference","/exercises/organizacao-5-minutos.png","/exercises/organizacao-5-minutos.png|/exercises/diario-descarrego-mental.png|/exercises/gratidao-rapida.png","/videos/missao-organizacao-de-5-minutos.mp4","/videos/thumbs/missao-organizacao-de-5-minutos.jpg"
"missao-pausa-de-ambiente","Pausa de ambiente","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","luz-e-janela","character_reference","/exercises/luz-e-janela.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-pausa-de-ambiente.mp4","/videos/thumbs/missao-pausa-de-ambiente.jpg"
"missao-pausa-de-foco","Pausa de foco","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","pausa-foco-sem-impacto","pose_reference","/exercises/organizacao-5-minutos.png","/exercises/organizacao-5-minutos.png|/exercises/diario-descarrego-mental.png|/exercises/gratidao-rapida.png","/videos/missao-pausa-de-foco.mp4","/videos/thumbs/missao-pausa-de-foco.jpg"
"missao-planejamento-gentil-do-dia","Planejamento gentil do dia","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","planejamento-gentil-dia-seguinte","character_reference","/exercises/planejamento-gentil-dia-seguinte.png","/exercises/organizacao-5-minutos.png|/exercises/diario-descarrego-mental.png|/exercises/gratidao-rapida.png","/videos/missao-planejamento-gentil-do-dia.mp4","/videos/thumbs/missao-planejamento-gentil-do-dia.jpg"
"missao-reset-de-foco","Reset de foco","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","reset-de-foco","pose_reference","/exercises/organizacao-5-minutos.png","/exercises/organizacao-5-minutos.png|/exercises/diario-descarrego-mental.png|/exercises/gratidao-rapida.png","/videos/missao-reset-de-foco.mp4","/videos/thumbs/missao-reset-de-foco.jpg"
"missao-ritual-de-sono-sem-tela","Ritual de sono sem tela","classic_mission","Missoes Classicas","4","120","script_ready_needs_final_video","ritual-sono-sem-tela","character_reference","/exercises/ritual-sono-sem-tela.png","/exercises/ritual-sono-sem-tela.png|/exercises/respiracao-antes-de-dormir.png|/exercises/celular-longe-da-cama.png","/videos/missao-ritual-de-sono-sem-tela.mp4","/videos/thumbs/missao-ritual-de-sono-sem-tela.jpg"
"missao-treino-casa-calma","Treino casa-calma","classic_mission","Missoes Classicas","4","180","script_ready_needs_final_video","funcional-em-casa-iniciante","pose_reference","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-treino-casa-calma.mp4","/videos/thumbs/missao-treino-casa-calma.jpg"
"missao-trilha-voltar-ao-foco","Trilha voltar ao foco","classic_mission","Missoes Classicas","4","90","script_ready_needs_final_video","reset-de-foco","pose_reference","/exercises/organizacao-5-minutos.png","/exercises/organizacao-5-minutos.png|/exercises/diario-descarrego-mental.png|/exercises/gratidao-rapida.png","/videos/missao-trilha-voltar-ao-foco.mp4","/videos/thumbs/missao-trilha-voltar-ao-foco.jpg"
"missao-yoga-de-bolso-desacelerar","Yoga de bolso: desacelerar","classic_mission","Missoes Classicas","4","240","metadata_ready_needs_app_catalog_entry","","missing","/exercises/gratidao-rapida.png","/exercises/gratidao-rapida.png|/exercises/checkin-emocional-guiado.png|/exercises/diario-3-linhas.png","/videos/missao-yoga-de-bolso-desacelerar.mp4","/videos/thumbs/missao-yoga-de-bolso-desacelerar.jpg"
